nando:0000001	intractable disease
nando:0000001	難病
nando:0000002	obsolete class
nando:0000002	obsolete class
nando:1000001	designated intractable disease
nando:1000001	指定難病
nando:1100001	neuromuscular disease
nando:1100001	神経･筋疾患
nando:1100002	metabolic disease
nando:1100002	代謝系疾患
nando:1100003	skin and connective tissue disease
nando:1100003	皮膚･結合組織疾患
nando:1100004	immune system disease
nando:1100004	免疫系疾患
nando:1100005	cardiovascular disease
nando:1100005	循環器系疾患
nando:1100006	blood disease
nando:1100006	血液系疾患
nando:1100007	renal and urological disease
nando:1100007	腎･泌尿器系疾患
nando:1100008	bone and joint disease
nando:1100008	骨･関節系疾患
nando:1100009	endocrine disease
nando:1100009	内分泌系疾患
nando:1100010	respiratory disease
nando:1100010	呼吸器系疾患
nando:1100011	eye and visual system disease
nando:1100011	視覚系疾患
nando:1100012	hearing and balance disorder
nando:1100012	聴覚･平衡機能系疾患
nando:1100013	gastrointestinal disease
nando:1100013	消化器系疾患
nando:1100014	chromosome abnormality
nando:1100014	染色体または遺伝子に変化を伴う症候群
nando:1100015	otorhinolaryngological disease
nando:1100015	耳鼻科系疾患
nando:1200001	kas
nando:1200001	kennedy disease
nando:1200001	kennedy-alter-sung症候群
nando:1200001	sbma
nando:1200001	spinal and bulbar muscular atrophy
nando:1200001	球脊髄性筋萎縮症
nando:1200002	als
nando:1200002	amyotrophic lateral sclerosis
nando:1200002	筋萎縮性側索硬化症
nando:1200003	sma
nando:1200003	spinal muscular atrophy
nando:1200003	脊髄性筋萎縮症
nando:1200004	sma i
nando:1200004	sma type i
nando:1200004	spinal muscular atrophy type i
nando:1200004	werdnig-hoffmann disease
nando:1200004	ｳｪﾙﾄﾞﾆｯﾋ･ﾎﾌﾏﾝ病
nando:1200004	急性乳児型sma
nando:1200004	脊髄性筋萎縮症i型
nando:1200005	dubowitz disease
nando:1200005	sma ii
nando:1200005	sma type ii
nando:1200005	spinal muscular atrophy type ii
nando:1200005	ﾃﾞｭﾎﾞﾋﾞｯﾂ病
